timestamp,site,requests
2015-03-16T10:53:24,desktop,2236
2015-03-16T10:58:03,mobile,1088
2015-03-16T11:19:11,mobile,1039
2015-03-16T11:31:32,desktop,2538
2015-03-16T11:33:24,mobile,981
2015-03-16T11:43:08,desktop,2619
2015-03-16T11:46:53,mobile,961
2015-03-16T11:56:37,desktop,2647
2015-03-16T11:58:29,mobile,1042
2015-03-16T12:07:03,desktop,2588
2015-03-16T12:11:32,mobile,988
2015-03-16T12:21:16,desktop,2663
2015-03-16T12:23:08,mobile,1141
2015-03-16T12:34:45,desktop,2576
2015-03-16T12:36:37,mobile,1037
2015-03-16T13:01:16,mobile,1124
2015-03-16T13:07:29,desktop,2871
2015-03-16T13:14:45,mobile,1071
2015-03-16T13:26:01,desktop,3211
2015-03-16T13:39:30,desktop,2943
2015-03-16T13:43:01,desktop,3200
2015-03-16T13:56:30,desktop,3027
2015-03-16T13:58:22,mobile,1236
2015-03-16T14:04:29,mobile,1249
2015-03-16T14:17:58,mobile,1282
2015-03-16T14:23:01,mobile,1341
2015-03-16T14:29:14,desktop,3283
2015-03-16T14:31:51,desktop,3202
2015-03-16T14:36:30,mobile,1358
2015-03-16T14:43:27,desktop,3252
2015-03-16T14:48:06,mobile,1421
2015-03-16T14:50:43,mobile,1341
2015-03-16T14:56:56,desktop,3385
2015-03-16T15:07:22,desktop,3161
2015-03-16T15:21:35,desktop,3396
2015-03-16T15:26:14,mobile,1344
2015-03-16T15:39:43,mobile,1370
2015-03-16T15:40:27,mobile,1346
2015-03-16T15:53:56,mobile,1295
2015-03-16T16:01:35,mobile,1438
2015-03-16T16:11:19,desktop,3147
2015-03-16T16:24:48,desktop,3111
2015-03-16T16:43:20,desktop,3203
2015-03-16T16:45:12,mobile,1463
2015-03-16T16:58:41,mobile,1400
2015-03-16T17:02:56,desktop,3046
2015-03-16T17:04:48,mobile,1424
2015-03-16T17:23:20,mobile,1429
2015-03-16T17:33:04,desktop,3078
2015-03-16T17:46:33,desktop,3110
2015-03-16T17:48:25,mobile,1349
2015-03-16T17:58:09,desktop,3006
2015-03-16T18:11:12,desktop,3251
2015-03-16T18:13:04,mobile,1555
2015-03-16T18:24:41,desktop,3237
2015-03-16T18:26:33,mobile,1413
2015-03-16T18:36:17,desktop,3026
2015-03-16T18:38:09,mobile,1396
2015-03-16T18:40:46,mobile,1331
2015-03-16T18:49:46,desktop,3239
2015-03-16T19:04:41,mobile,1416
2015-03-16T19:11:38,desktop,3185
2015-03-16T19:16:17,mobile,1455
2015-03-16T19:29:46,mobile,1386
2015-03-16T19:30:10,desktop,3000
2015-03-16T19:43:59,mobile,1394
2015-03-16T19:55:15,desktop,3096
2015-03-16T20:03:50,mobile,1415
2015-03-16T20:10:47,desktop,3029
2015-03-16T20:15:26,mobile,1426
2015-03-16T20:28:55,mobile,1440
2015-03-16T20:54:24,desktop,2869
2015-03-16T20:59:03,mobile,1598
2015-03-16T21:18:39,mobile,1542
2015-03-16T21:32:32,desktop,2757
2015-03-16T21:37:11,mobile,1585
2015-03-16T21:44:08,desktop,2575
2015-03-16T21:51:24,mobile,1484
2015-03-16T21:57:37,desktop,2608
2015-03-16T22:08:03,desktop,2476
2015-03-16T22:10:40,desktop,2639
2015-03-16T22:12:32,mobile,1448
2015-03-16T22:22:16,desktop,2533
2015-03-16T22:24:08,mobile,1489
2015-03-16T22:35:45,desktop,2434
2015-03-16T22:37:37,mobile,1471
2015-03-16T23:00:24,desktop,2623
2015-03-16T23:02:16,mobile,1448
2015-03-16T23:13:53,desktop,2388
2015-03-16T23:15:45,mobile,1400
2015-03-16T23:25:29,desktop,2398
2015-03-16T23:38:58,desktop,2342
2015-03-16T23:44:01,desktop,2286
2015-03-16T23:57:30,desktop,2364
2015-03-16T23:59:22,mobile,1424
2015-03-16T00:02:03,desktop,2858
2015-03-16T00:15:32,desktop,2530
2015-03-16T00:17:24,mobile,1575
2015-03-16T00:27:08,desktop,2305
2015-03-16T00:31:37,mobile,1586
2015-03-16T01:05:16,desktop,2441
2015-03-16T01:07:08,mobile,1733
2015-03-16T01:18:45,desktop,2409
2015-03-16T01:32:58,desktop,2236
2015-03-16T01:51:30,desktop,2377
2015-03-16T01:53:22,mobile,1771
2015-03-16T02:12:58,mobile,1669
2015-03-16T02:27:01,desktop,2589
2015-03-16T02:31:30,mobile,1720
2015-03-16T02:41:14,desktop,2463
2015-03-16T02:43:06,mobile,1702
2015-03-16T02:54:43,desktop,2441
2015-03-16T02:56:35,mobile,1604
2015-03-16T03:02:22,desktop,2533
2015-03-16T03:07:01,mobile,1564
2015-03-16T03:15:51,desktop,2423
2015-03-16T03:21:14,mobile,1627
2015-03-16T03:27:27,desktop,2399
2015-03-16T03:34:43,mobile,1446
2015-03-16T03:46:19,mobile,1535
2015-03-16T03:59:48,mobile,1433
2015-03-16T04:05:35,desktop,2254
2015-03-16T04:12:51,mobile,1364
2015-03-16T04:24:27,mobile,1299
2015-03-16T04:37:56,mobile,1318
2015-03-16T04:49:12,desktop,2129
2015-03-16T05:08:48,desktop,1969
2015-03-16T05:27:20,desktop,2249
2015-03-16T05:29:12,mobile,1190
2015-03-16T05:41:33,desktop,2214
2015-03-16T05:43:25,mobile,1073
2015-03-16T05:53:09,desktop,2187
2015-03-16T05:56:54,mobile,1086
2015-03-16T06:07:20,mobile,1091
2015-03-16T06:17:04,desktop,2162
2015-03-16T06:21:33,mobile,1020
2015-03-16T06:31:17,desktop,2233
2015-03-16T06:33:09,mobile,1117
2015-03-16T06:44:46,desktop,2065
2015-03-16T06:46:38,mobile,959
2015-03-16T07:08:41,desktop,2187
2015-03-16T07:11:17,mobile,1009
2015-03-16T07:22:54,desktop,2406
2015-03-16T07:24:46,mobile,917
2015-03-16T07:47:59,desktop,2103
2015-03-16T07:53:02,desktop,2437
2015-03-16T08:02:54,mobile,871
2015-03-16T08:14:10,desktop,2348
2015-03-16T08:27:59,mobile,974
2015-03-16T08:33:02,mobile,955
2015-03-16T08:39:15,desktop,2350
2015-03-16T08:41:52,desktop,2272
2015-03-16T08:46:31,mobile,834
2015-03-16T08:53:28,desktop,2367
2015-03-16T08:58:07,mobile,858
2015-03-16T09:11:10,mobile,941
2015-03-16T09:17:23,desktop,2287
2015-03-16T09:31:36,desktop,2496
2015-03-16T09:36:15,mobile,890
2015-03-16T09:49:44,mobile,943
2015-03-16T09:50:28,mobile,920
2015-03-16T10:03:03,desktop,2521
2015-03-16T10:16:32,desktop,2509
2015-03-16T10:28:08,desktop,2326
2015-03-16T10:30:45,desktop,2514
2015-03-16T10:35:24,mobile,972
2015-03-16T10:48:53,mobile,954
2015-03-16T11:06:16,desktop,2215
2015-03-16T11:08:08,mobile,1044
2015-03-16T11:10:45,mobile,982
2015-03-16T11:19:45,desktop,2421
2015-03-16T11:20:29,desktop,2519
2015-03-16T11:33:58,desktop,2534
2015-03-16T11:52:30,desktop,2680
2015-03-16T11:54:22,mobile,1018
2015-03-16T12:00:29,mobile,1009
2015-03-16T12:09:29,desktop,2565
2015-03-16T12:13:58,mobile,1038
2015-03-16T12:28:01,desktop,2926
2015-03-16T12:32:30,mobile,1028
2015-03-16T12:42:14,desktop,2672
2015-03-16T12:44:06,mobile,1135
2015-03-16T12:55:43,desktop,2866
2015-03-16T12:57:35,mobile,1126
2015-03-16T13:03:22,desktop,2847
2015-03-16T13:08:01,mobile,1180
2015-03-16T13:16:51,desktop,3054
2015-03-16T13:22:14,mobile,1248
2015-03-16T13:28:27,desktop,2871
2015-03-16T13:35:43,mobile,1194
2015-03-16T13:45:27,desktop,3011
2015-03-16T13:47:19,mobile,1230
2015-03-16T13:58:56,desktop,2917
2015-03-16T14:00:22,mobile,1238
2015-03-16T14:06:35,desktop,3066
2015-03-16T14:13:51,mobile,1278
2015-03-16T14:20:48,desktop,3163
2015-03-16T14:25:27,mobile,1297
2015-03-16T14:38:56,mobile,1372
2015-03-16T15:03:35,mobile,1298
2015-03-16T15:09:48,desktop,3153
2015-03-16T15:28:20,desktop,3213
2015-03-16T15:42:33,desktop,3075
2015-03-16T15:47:12,mobile,1429
2015-03-16T15:54:09,desktop,3409
2015-03-16T16:08:20,mobile,1421
2015-03-16T16:18:04,desktop,3443
2015-03-16T16:20:41,desktop,3454
2015-03-16T16:22:33,mobile,1398
2015-03-16T16:32:17,desktop,3259
2015-03-16T16:34:09,mobile,1477
2015-03-16T16:45:46,desktop,3044
2015-03-16T16:47:38,mobile,1463
2015-03-16T17:00:41,mobile,1354
2015-03-16T17:09:41,desktop,3143
2015-03-16T17:10:25,desktop,3360
2015-03-16T17:12:17,mobile,1415
2015-03-16T17:23:54,desktop,3242
2015-03-16T17:25:46,mobile,1406
2015-03-16T17:48:59,desktop,3235
2015-03-16T17:54:02,desktop,3225
2015-03-16T18:00:09,desktop,3142
2015-03-16T18:03:54,mobile,1351
2015-03-16T18:13:38,desktop,3071
2015-03-16T18:28:59,mobile,1431
2015-03-16T18:32:10,desktop,3042
2015-03-16T18:34:02,mobile,1489
2015-03-16T18:47:31,mobile,1438
2015-03-16T18:57:15,desktop,3001
2015-03-16T18:59:07,mobile,1503
2015-03-16T19:12:10,mobile,1449
2015-03-16T19:18:23,desktop,3031
2015-03-16T19:32:36,desktop,3079
2015-03-16T19:37:15,mobile,1406
2015-03-16T19:51:28,mobile,1411
2015-03-16T20:04:03,desktop,3157
2015-03-16T20:17:32,desktop,3091
2015-03-16T20:29:08,desktop,3060
2015-03-16T20:31:45,desktop,3074
2015-03-16T20:36:24,mobile,1430
2015-03-16T20:49:53,mobile,1409
2015-03-16T20:50:37,mobile,1435
2015-03-16T21:07:16,desktop,2802
2015-03-16T21:09:08,mobile,1558
2015-03-16T21:14:32,mobile,1469
2015-03-16T21:21:29,desktop,2902
2015-03-16T21:26:08,mobile,1563
2015-03-16T21:34:58,desktop,2691
2015-03-16T21:39:37,mobile,1420
2015-03-16T21:40:01,desktop,2702
2015-03-16T21:53:30,desktop,2709
2015-03-16T22:01:29,mobile,1521
2015-03-16T22:14:58,mobile,1458
2015-03-16T22:20:01,mobile,1594
2015-03-16T22:29:01,desktop,2600
2015-03-16T22:33:30,mobile,1447
2015-03-16T22:43:14,desktop,2340
2015-03-16T22:45:06,mobile,1572
2015-03-16T22:56:43,desktop,2198
2015-03-16T22:58:35,mobile,1402
2015-03-16T23:09:01,mobile,1483
2015-03-16T23:21:22,desktop,2562
2015-03-16T23:23:14,mobile,1454
2015-03-16T23:34:51,desktop,2318
2015-03-16T23:36:43,mobile,1403
2015-03-16T23:46:27,desktop,2380
2015-03-16T23:48:19,mobile,1409
2015-03-16T23:50:56,mobile,1385
2015-03-16T23:59:56,desktop,2077
2015-03-16T00:04:29,desktop,2424
2015-03-16T00:17:58,desktop,2313
2015-03-16T00:23:01,desktop,2356
2015-03-16T00:36:30,desktop,2551
2015-03-16T00:38:22,mobile,1630
2015-03-16T00:48:06,desktop,2453
2015-03-16T00:50:43,desktop,2706
2015-03-16T00:52:35,mobile,1667
2015-03-16T01:03:01,mobile,1704
2015-03-16T01:16:30,mobile,1636
2015-03-16T01:26:14,desktop,2427
2015-03-16T01:28:06,mobile,1762
2015-03-16T01:30:43,mobile,1687
2015-03-16T01:39:43,desktop,2313
2015-03-16T01:40:27,desktop,2350
2015-03-16T01:42:19,mobile,1801
2015-03-16T01:53:56,desktop,2375
2015-03-16T01:55:48,mobile,1750
2015-03-16T02:01:35,desktop,2558
2015-03-16T02:06:14,mobile,1936
2015-03-16T02:19:43,mobile,1689
2015-03-16T02:20:27,mobile,1687
2015-03-16T02:29:27,desktop,2498
2015-03-16T02:33:56,mobile,1694
2015-03-16T03:04:48,desktop,2495
2015-03-16T03:09:27,mobile,1581
2015-03-16T03:23:20,desktop,2256
2015-03-16T03:42:12,mobile,1503
2015-03-16T03:48:25,desktop,2346
2015-03-16T03:55:41,mobile,1402
2015-03-16T04:01:48,mobile,1480
2015-03-16T04:13:04,desktop,2281
2015-03-16T04:20:20,mobile,1368
2015-03-16T04:26:33,desktop,2198
2015-03-16T04:38:09,desktop,2323
2015-03-16T04:40:46,desktop,2146
2015-03-16T04:45:25,mobile,1279
2015-03-16T04:58:54,mobile,1251
2015-03-16T05:04:41,desktop,2088
2015-03-16T05:06:33,mobile,1211
2015-03-16T05:16:17,desktop,2155
2015-03-16T05:18:09,mobile,1258
2015-03-16T05:20:46,mobile,1094
2015-03-16T05:29:46,desktop,2238
2015-03-16T05:43:59,desktop,2083
2015-03-16T06:07:54,desktop,2167
2015-03-16T06:09:46,mobile,1086
2015-03-16T06:23:59,mobile,1042
2015-03-16T06:38:02,desktop,2159
2015-03-16T06:42:31,mobile,1041
2015-03-16T06:52:15,desktop,2191
2015-03-16T06:54:07,mobile,974
2015-03-16T07:16:10,desktop,2302
2015-03-16T07:18:02,mobile,1124
2015-03-16T07:30:23,desktop,2349
2015-03-16T07:32:15,mobile,946
2015-03-16T07:43:52,desktop,2206
2015-03-16T07:45:44,mobile,916
2015-03-16T07:55:28,desktop,2240
2015-03-16T08:03:07,desktop,2080
2015-03-16T08:10:23,mobile,912
2015-03-16T08:16:36,desktop,2236
2015-03-16T08:23:52,mobile,892
2015-03-16T08:30:49,desktop,2195
2015-03-16T08:35:28,mobile,792
2015-03-16T08:48:57,mobile,826
2015-03-16T08:54:00,mobile,826
2015-03-16T09:00:07,mobile,915
2015-03-16T09:13:36,mobile,929
2015-03-16T09:19:49,desktop,2356
2015-03-16T09:38:21,desktop,2548
2015-03-16T09:52:34,desktop,2426
2015-03-16T09:57:13,mobile,907
2015-03-16T10:05:29,desktop,2618
2015-03-16T10:12:45,mobile,942
2015-03-16T10:18:58,desktop,2589
2015-03-16T10:24:01,desktop,2527
2015-03-16T10:37:30,desktop,2346
2015-03-16T10:49:06,desktop,2257
2015-03-16T10:51:43,desktop,2339
2015-03-16T10:56:22,mobile,969
2015-03-16T11:04:01,mobile,943
2015-03-16T11:17:30,mobile,938
2015-03-16T11:27:14,desktop,2398
2015-03-16T11:29:06,mobile,1039
2015-03-16T11:31:43,mobile,954
2015-03-16T11:41:27,desktop,2520
2015-03-16T11:43:19,mobile,1004
2015-03-16T11:54:56,desktop,2653
2015-03-16T11:56:48,mobile,1067
2015-03-16T12:05:22,desktop,2682
2015-03-16T12:07:14,mobile,1103
2015-03-16T12:18:51,desktop,2761
2015-03-16T12:21:27,mobile,982
2015-03-16T12:34:56,mobile,1147
2015-03-16T13:05:48,desktop,2856
2015-03-16T13:24:20,desktop,2915
2015-03-16T13:41:20,desktop,3021
2015-03-16T13:43:12,mobile,1282
2015-03-16T13:56:41,mobile,1202
2015-03-16T14:02:48,mobile,1254
2015-03-16T14:14:04,desktop,3256
2015-03-16T14:21:20,mobile,1288
2015-03-16T14:27:33,desktop,3243
2015-03-16T14:39:09,desktop,3261
2015-03-16T14:41:46,desktop,3272
2015-03-16T14:46:25,mobile,1296
2015-03-16T14:59:54,mobile,1324
2015-03-16T15:05:41,desktop,3207
2015-03-16T15:11:04,mobile,1427
2015-03-16T15:17:17,desktop,3209
2015-03-16T15:24:33,mobile,1384
2015-03-16T15:36:09,mobile,1403
2015-03-16T15:44:59,desktop,3073
2015-03-16T15:49:38,mobile,1358
2015-03-16T15:50:02,desktop,3476
2015-03-16T16:08:54,desktop,3072
2015-03-16T16:24:59,mobile,1343
2015-03-16T16:30:02,mobile,1474
2015-03-16T16:39:02,desktop,3359
2015-03-16T16:43:31,mobile,1390
2015-03-16T16:53:15,desktop,3377
2015-03-16T16:55:07,mobile,1472
2015-03-16T17:17:10,desktop,3246
2015-03-16T17:19:02,mobile,1461
2015-03-16T17:31:23,desktop,3104
2015-03-16T17:33:15,mobile,1512
2015-03-16T17:44:52,desktop,2964
2015-03-16T17:46:44,mobile,1466
2015-03-16T17:56:28,desktop,2990
2015-03-16T18:11:23,mobile,1446
2015-03-16T18:21:07,desktop,3029
2015-03-16T18:24:52,mobile,1347
2015-03-16T18:34:36,desktop,3115
2015-03-16T18:36:28,mobile,1377
2015-03-16T18:49:57,mobile,1386
2015-03-16T18:55:00,mobile,1438
2015-03-16T19:01:07,mobile,1466
2015-03-16T19:14:36,mobile,1394
2015-03-16T19:39:21,desktop,3121
2015-03-16T19:40:05,desktop,3072
2015-03-16T19:53:34,desktop,3161
2015-03-16T19:58:13,mobile,1450
2015-03-16T20:00:16,mobile,1473
2015-03-16T20:06:29,desktop,3136
2015-03-16T20:13:45,mobile,1450
2015-03-16T20:19:58,desktop,3202
2015-03-16T20:25:01,desktop,3249
2015-03-16T20:38:30,desktop,2878
2015-03-16T20:52:43,desktop,2945
2015-03-16T20:57:22,mobile,1476
2015-03-16T21:05:01,mobile,1539
2015-03-16T21:16:58,mobile,1484
2015-03-16T21:22:01,mobile,1543
2015-03-16T21:28:14,desktop,2877
2015-03-16T21:30:51,desktop,2770
2015-03-16T21:35:30,mobile,1440
2015-03-16T21:42:27,desktop,2560
2015-03-16T21:47:06,mobile,1625
2015-03-16T21:55:56,desktop,2547
2015-03-16T22:06:22,desktop,2536
2015-03-16T22:08:14,mobile,1517
2015-03-16T22:10:51,mobile,1489
2015-03-16T22:19:51,desktop,2546
2015-03-16T22:20:35,desktop,2546
2015-03-16T22:22:27,mobile,1447
2015-03-16T22:35:56,mobile,1468
2015-03-16T23:00:35,mobile,1421
2015-03-16T23:09:35,desktop,2448
2015-03-16T23:10:19,desktop,2479
2015-03-16T23:23:48,desktop,2263
2015-03-16T23:42:20,desktop,2309
2015-03-16T23:44:12,mobile,1422
2015-03-16T23:57:41,mobile,1376
2015-03-16T00:00:22,desktop,2553
2015-03-16T00:02:14,mobile,1610
2015-03-16T00:13:51,desktop,2508
2015-03-16T00:15:43,mobile,1580
2015-03-16T00:25:27,desktop,2293
2015-03-16T00:27:19,mobile,1661
2015-03-16T00:38:56,desktop,2348
2015-03-16T00:59:20,mobile,1683
2015-03-16T01:03:35,desktop,2404
2015-03-16T01:05:27,mobile,1734
2015-03-16T01:18:56,mobile,1682
2015-03-16T01:47:12,desktop,2345
2015-03-16T01:49:04,mobile,1776
2015-03-16T01:51:41,mobile,1647
2015-03-16T02:08:20,desktop,2371
2015-03-16T02:25:20,desktop,2331
2015-03-16T02:27:12,mobile,1907
2015-03-16T02:41:25,mobile,1706
2015-03-16T02:51:09,desktop,2282
2015-03-16T02:54:54,mobile,1560
2015-03-16T03:00:41,desktop,2352
2015-03-16T03:05:20,mobile,1628
2015-03-16T03:12:17,desktop,2553
2015-03-16T03:25:46,desktop,2332
2015-03-16T03:31:09,mobile,1585
2015-03-16T03:44:38,mobile,1559
2015-03-16T04:03:54,desktop,2458
2015-03-16T04:08:33,mobile,1333
2015-03-16T04:22:46,mobile,1410
2015-03-16T04:28:59,desktop,2197
2015-03-16T04:34:02,desktop,2309
2015-03-16T04:47:31,desktop,2198
2015-03-16T04:59:07,desktop,2151
2015-03-16T05:08:59,mobile,1211
2015-03-16T05:12:10,desktop,2475
2015-03-16T05:14:02,mobile,1203
2015-03-16T05:27:31,mobile,1146
2015-03-16T05:37:15,desktop,2256
2015-03-16T05:39:07,mobile,1206
2015-03-16T05:41:44,mobile,1104
2015-03-16T05:51:28,desktop,2200
2015-03-16T06:15:23,desktop,2232
2015-03-16T06:17:15,mobile,1025
2015-03-16T06:28:52,desktop,2131
2015-03-16T06:31:28,mobile,979
2015-03-16T06:44:57,mobile,943
2015-03-16T06:50:00,mobile,983
2015-03-16T06:59:00,desktop,2295
2015-03-16T07:05:07,desktop,2318
2015-03-16T07:08:52,mobile,946
2015-03-16T07:18:36,desktop,2168
2015-03-16T07:32:49,desktop,2187
2015-03-16T07:39:00,mobile,889
2015-03-16T07:51:21,desktop,2338
2015-03-16T07:53:13,mobile,897
2015-03-16T08:12:49,mobile,875
2015-03-16T08:24:05,desktop,2251
2015-03-16T08:31:21,mobile,873
2015-03-16T08:37:34,desktop,2222
2015-03-16T08:44:50,mobile,766
2015-03-16T08:51:47,desktop,2166
2015-03-16T08:56:26,mobile,856
2015-03-16T09:02:13,desktop,2509
2015-03-16T09:15:42,desktop,2320
2015-03-16T09:21:05,mobile,994
2015-03-16T09:27:18,desktop,2513
2015-03-16T09:34:34,mobile,909
2015-03-16T09:59:39,mobile,883
2015-03-16T10:01:22,desktop,2353
2015-03-16T10:06:01,mobile,941
2015-03-16T10:14:51,desktop,2504
2015-03-16T10:19:30,mobile,902
2015-03-16T10:20:14,mobile,886
2015-03-16T10:26:27,desktop,2535
2015-03-16T10:33:43,mobile,955
2015-03-16T10:39:56,desktop,2540
2015-03-16T10:45:19,mobile,955
2015-03-16T10:58:48,mobile,937
2015-03-16T11:04:35,desktop,2477
2015-03-16T11:06:27,mobile,918
2015-03-16T11:19:56,mobile,936
2015-03-16T11:48:12,desktop,2609
2015-03-16T11:52:41,mobile,992
2015-03-16T12:07:48,desktop,2672
2015-03-16T12:26:20,desktop,2613
2015-03-16T12:28:12,mobile,1077
2015-03-16T12:40:33,desktop,2713
2015-03-16T12:42:25,mobile,1092
2015-03-16T12:52:09,desktop,2691
2015-03-16T12:55:54,mobile,1109
2015-03-16T13:01:41,desktop,2783
2015-03-16T13:06:20,mobile,1185
2015-03-16T13:13:17,desktop,3049
2015-03-16T13:20:33,mobile,1147
2015-03-16T13:26:46,desktop,2954
2015-03-16T13:32:09,mobile,1255
2015-03-16T13:43:46,desktop,3042
2015-03-16T13:45:38,mobile,1197
2015-03-16T14:04:54,desktop,3077
2015-03-16T14:09:33,mobile,1249
2015-03-16T14:10:17,mobile,1328
2015-03-16T14:23:46,mobile,1257
2015-03-16T14:29:59,desktop,3132
2015-03-16T14:35:02,desktop,3583
2015-03-16T14:48:31,desktop,3313
2015-03-16T15:01:54,mobile,1278
2015-03-16T15:13:10,desktop,3193
2015-03-16T15:26:59,mobile,1357
2015-03-16T15:32:02,mobile,1431
2015-03-16T15:38:15,desktop,3321
2015-03-16T15:40:52,desktop,3100
2015-03-16T15:45:31,mobile,1337
2015-03-16T15:52:28,desktop,3437
2015-03-16T15:57:07,mobile,1389
2015-03-16T16:16:23,desktop,3134
2015-03-16T16:18:15,mobile,1427
2015-03-16T16:20:52,mobile,1407
2015-03-16T16:29:52,desktop,3448
2015-03-16T16:30:36,desktop,3168
2015-03-16T16:32:28,mobile,1396
2015-03-16T16:45:57,mobile,1416
2015-03-16T16:51:00,mobile,1414
2015-03-16T17:06:07,desktop,2934
2015-03-16T17:09:52,mobile,1395
2015-03-16T17:10:36,mobile,1423
2015-03-16T17:19:36,desktop,3161
2015-03-16T17:33:49,desktop,3080
2015-03-16T17:52:21,desktop,3089
2015-03-16T17:54:13,mobile,1444
2015-03-16T18:11:57,desktop,2982
2015-03-16T18:13:49,mobile,1429
2015-03-16T18:32:21,mobile,1390
2015-03-16T18:42:05,desktop,3064
2015-03-16T18:45:50,mobile,1374
2015-03-16T18:55:34,desktop,3157
2015-03-16T18:57:26,mobile,1416
2015-03-16T19:03:13,desktop,2949
2015-03-16T19:16:42,desktop,3021
2015-03-16T19:22:05,mobile,1399
2015-03-16T19:28:18,desktop,2993
2015-03-16T19:30:55,desktop,3333
2015-03-16T19:35:34,mobile,1334
2015-03-16T20:02:22,desktop,3123
2015-03-16T20:07:01,mobile,1416
2015-03-16T20:15:51,desktop,3240
2015-03-16T20:21:14,mobile,1470
2015-03-16T20:27:27,desktop,3261
2015-03-16T20:34:43,mobile,1405
2015-03-16T20:46:19,mobile,1569
2015-03-16T20:59:48,mobile,1460
2015-03-16T21:05:35,desktop,2853
2015-03-16T21:07:27,mobile,1448
2015-03-16T21:12:51,mobile,1493
2015-03-16T21:24:27,mobile,1456
2015-03-16T21:37:56,mobile,1447
2015-03-16T21:49:12,desktop,2618
2015-03-16T22:08:48,desktop,2510
2015-03-16T22:27:20,desktop,2628
2015-03-16T22:29:12,mobile,1494
2015-03-16T22:41:33,desktop,2349
2015-03-16T22:43:25,mobile,1484
2015-03-16T22:53:09,desktop,2233
2015-03-16T22:56:54,mobile,1380
2015-03-16T23:07:20,mobile,1366
2015-03-16T23:17:04,desktop,2343
2015-03-16T23:21:33,mobile,1413
2015-03-16T23:31:17,desktop,2316
2015-03-16T23:33:09,mobile,1486
2015-03-16T23:44:46,desktop,2215
2015-03-16T23:46:38,mobile,1446
2015-03-16T00:02:48,desktop,2308
2015-03-16T00:21:20,desktop,2238
2015-03-16T00:23:12,mobile,1765
2015-03-16T00:36:41,mobile,1619
2015-03-16T00:46:25,desktop,2530
2015-03-16T00:48:17,mobile,1733
2015-03-16T00:50:54,mobile,1637
2015-03-16T00:59:54,desktop,2280
2015-03-16T01:01:20,mobile,1700
2015-03-16T01:11:04,desktop,2417
